secid,date,rv_raw,rv_ann,rv_d,rv_w,rv_m,rv_target,estimator,log_rv
GLDRUB_TOM,2020-05-07,3.466404284578048e-05,0.09346303438866449,-11.31520307780214,-11.425166382147914,-10.435697529231787,-10.269807637496376,garman_klass,True
GLDRUB_TOM,2020-05-08,2.6210664884298614e-05,0.08127168972553266,-10.269807637496376,-11.160788310064879,-10.496692070352854,-10.549344173369688,garman_klass,True
GLDRUB_TOM,2020-05-12,1.754789990973859e-05,0.06649865244690395,-10.549344173369688,-10.806759423883992,-10.5438067686577,-10.950576278475378,garman_klass,True
GLDRUB_TOM,2020-05-13,4.667989811628155e-05,0.10845890615944341,-10.950576278475378,-10.838593597055597,-10.618572910064184,-9.97219693314724,garman_klass,True
GLDRUB_TOM,2020-05-14,3.0579189944498484e-05,0.0877835740102533,-9.97219693314724,-10.611425620058164,-10.51477940450997,-10.395190847529767,garman_klass,True
GLDRUB_TOM,2020-05-15,1.8573956518406703e-05,0.06841518137547024,-10.395190847529767,-10.427423174003689,-10.48487507634767,-10.893750145605622,garman_klass,True
GLDRUB_TOM,2020-05-18,5.506244045189811e-05,0.1177953097278424,-10.893750145605622,-10.55221167562554,-10.538494870566005,-9.807042735732287,garman_klass,True
GLDRUB_TOM,2020-05-19,1.2335090988769619e-05,0.055753411816407646,-9.807042735732287,-10.403751388098058,-10.524789348682319,-11.303062431539173,garman_klass,True
GLDRUB_TOM,2020-05-20,3.6733595754300685e-05,0.09621260899738543,-11.303062431539173,-10.474248618710817,-10.634183170236318,-10.211818805992609,garman_klass,True
GLDRUB_TOM,2020-05-21,3.8309838139692885e-05,0.09825517396657851,-10.211818805992609,-10.522172993279892,-10.593032921082912,-10.169803824275185,garman_klass,True
GLDRUB_TOM,2020-05-22,2.4735637819573978e-05,0.07895176204830796,-10.169803824275185,-10.477095588628975,-10.652759129278653,-10.607265527501271,garman_klass,True
GLDRUB_TOM,2020-05-25,1.7968083168469376e-07,0.006729009554499297,-10.607265527501271,-10.419798665008106,-10.668592163952512,-15.532083717267671,garman_klass,True
GLDRUB_TOM,2020-05-26,8.996818285093954e-05,0.15057218228622699,-15.532083717267671,-11.564806861315182,-10.849072670514394,-9.316054474016756,garman_klass,True
GLDRUB_TOM,2020-05-27,3.447712361274814e-05,0.0932107029820746,-9.316054474016756,-11.167405269810699,-10.84284051452656,-10.275214537552639,garman_klass,True
GLDRUB_TOM,2020-05-28,3.3188494722484e-05,0.09145217695640695,-10.275214537552639,-11.180084416122703,-10.853523700294497,-10.313307286605747,garman_klass,True
GLDRUB_TOM,2020-05-29,6.677083814025824e-06,0.04101981376279648,-10.313307286605747,-11.208785108588817,-10.771434895873393,-11.916829220520055,garman_klass,True
GLDRUB_TOM,2020-06-01,6.334147962906176e-06,0.03995253792504747,-11.916829220520055,-11.470697847192573,-10.939263261279898,-11.969555250015494,garman_klass,True
GLDRUB_TOM,2020-06-02,9.548198450075214e-06,0.04905248219426774,-11.969555250015494,-10.758192153742138,-10.98085162442648,-11.559158065238329,garman_klass,True
GLDRUB_TOM,2020-06-03,3.544167676336341e-05,0.09450556885373253,-11.559158065238329,-11.206812871986452,-10.979372536577698,-10.247622120610618,garman_klass,True
GLDRUB_TOM,2020-06-04,1.8664544717573978e-05,0.06858181441773499,-10.247622120610618,-11.201294388598049,-10.885196787320265,-10.888884838203074,garman_klass,True
GLDRUB_TOM,2020-06-05,8.41381869181506e-05,0.14561189203967495,-10.888884838203074,-11.316409898917515,-10.889627670301433,-9.38305002842781,garman_klass,True
GLDRUB_TOM,2020-06-08,1.9549717032591144e-05,0.07018923487410993,-9.38305002842781,-10.809654060499065,-10.811219179860224,-10.842549745673908,garman_klass,True
GLDRUB_TOM,2020-06-09,8.386683279170844e-05,0.14537689590684802,-10.842549745673908,-10.58425295963075,-10.78973493749076,-9.386280340984827,garman_klass,True
GLDRUB_TOM,2020-06-10,6.244775116613013e-06,0.03966967770711629,-9.386280340984827,-10.149677414780047,-10.749574605831144,-11.983765425185153,garman_klass,True
GLDRUB_TOM,2020-06-11,0.0001184510334037931,0.17277054267946218,-11.983765425185153,-10.496906075694955,-10.814775571822755,-9.041010903009246,garman_klass,True
GLDRUB_TOM,2020-06-15,3.365564775606335e-05,0.09209355696533805,-9.041010903009246,-10.127331288656189,-10.727977145665204,-10.299329677737974,garman_klass,True
GLDRUB_TOM,2020-06-16,7.642759238351724e-05,0.13877951318781293,-10.299329677737974,-10.310587218518222,-10.742846815873873,-9.479166770140917,garman_klass,True
GLDRUB_TOM,2020-06-17,1.6977004601004623e-05,0.06540799002761945,-9.479166770140917,-10.037910623411623,-10.701209357810743,-10.983650800121818,garman_klass,True
GLDRUB_TOM,2020-06-18,1.548066911140694e-05,0.06245901549075641,-10.983650800121818,-10.357384715239021,-10.705295751197845,-11.07591846648574,garman_klass,True
GLDRUB_TOM,2020-06-19,1.483710215065621e-05,0.06114695202514484,-11.07591846648574,-10.17581532349914,-10.762971920777547,-11.118379612160101,garman_klass,True
GLDRUB_TOM,2020-06-22,5.609195236475494e-06,0.03759677113252978,-11.118379612160101,-10.59128906532931,-10.754577247169406,-12.09110330032848,garman_klass,True
GLDRUB_TOM,2020-06-23,1.6956352789456406e-05,0.06536819488821008,-12.09110330032848,-10.94964378984741,-10.83999926963922,-10.984867998518094,garman_klass,True
GLDRUB_TOM,2020-06-25,6.9476915300478954e-06,0.04184278032793793,-10.984867998518094,-11.250784035522846,-10.877047641195714,-11.877101107512857,garman_klass,True
GLDRUB_TOM,2020-06-26,5.332153624063829e-06,0.036656550755139045,-11.877101107512857,-11.429474097001053,-10.93476744028715,-12.141755344347965,garman_klass,True
GLDRUB_TOM,2020-06-29,3.374873962956326e-05,0.0922208348837178,-12.141755344347965,-11.642641472573498,-10.780661605154437,-10.296567485652288,garman_klass,True
GLDRUB_TOM,2020-06-30,3.164493935170609e-05,0.08930019438181495,-10.296567485652288,-11.478279047271936,-10.825230378410597,-10.360932316259428,garman_klass,True
GLDRUB_TOM,2020-07-02,3.548576834220642e-05,0.09456433588957318,-10.360932316259428,-11.132244850458125,-10.829126641079087,-10.246378833630326,garman_klass,True
GLDRUB_TOM,2020-07-03,2.8728203083722166e-06,0.026906332297617203,-10.246378833630326,-10.984547017480573,-10.826084438671113,-12.760216324868416,garman_klass,True
GLDRUB_TOM,2020-07-06,0.00010071570845729194,0.15931214181988002,-12.760216324868416,-11.161170060951685,-10.864420216141495,-9.203208777780794,garman_klass,True
GLDRUB_TOM,2020-07-07,8.622220522939929e-06,0.04661329822894816,-9.203208777780794,-10.573460747638249,-10.73867719467628,-11.661167905193048,garman_klass,True
GLDRUB_TOM,2020-07-08,1.3205902188480647e-05,0.05768784405312026,-11.661167905193048,-10.846380831546403,-10.743314005583313,-11.234846692816276,garman_klass,True
GLDRUB_TOM,2020-07-09,8.43706694534725e-06,0.046110095101046,-11.234846692816276,-11.021163706857772,-10.78818784977448,-11.68287582807868,garman_klass,True
GLDRUB_TOM,2020-07-10,1.624109952923328e-05,0.0639746596815238,-11.68287582807868,-11.308463105747444,-10.82427834931428,-11.027965520520572,garman_klass,True
GLDRUB_TOM,2020-07-13,1.1082616856557424e-05,0.05284713282527701,-11.027965520520572,-10.962012944877875,-10.899047235318497,-11.410132726141203,garman_klass,True
GLDRUB_TOM,2020-07-14,2.381047287462225e-05,0.0774612107083591,-11.410132726141203,-11.403397734549957,-10.924846461703373,-10.64538503732579,garman_klass,True
GLDRUB_TOM,2020-07-15,3.1970415161116172e-06,0.028384052953377314,-10.64538503732579,-11.200241160976505,-10.982078493355234,-12.65328470201167,garman_klass,True
GLDRUB_TOM,2020-07-16,1.1151599882512434e-06,0.016763660609762813,-12.65328470201167,-11.483928762815584,-11.01251118775644,-13.706512676124653,garman_klass,True
GLDRUB_TOM,2020-07-17,4.450209472170393e-06,0.03348809918444072,-13.706512676124653,-11.888656132424776,-11.224579450170777,-12.322559390496155,garman_klass,True
GLDRUB_TOM,2020-07-20,1.772274831743586e-05,0.0668291296965166,-12.322559390496155,-12.147574906419894,-11.316544437114331,-10.940661527892864,garman_klass,True
GLDRUB_TOM,2020-07-21,3.352051247826526e-05,0.0919084824405389,-10.940661527892864,-12.053680666770227,-11.382976017012147,-10.3033529937362,garman_klass,True
GLDRUB_TOM,2020-07-22,3.2306160147271074e-05,0.09022833455801071,-10.3033529937362,-11.985274258052309,-11.352053389449164,-10.34025262928599,garman_klass,True
GLDRUB_TOM,2020-07-23,2.0228351298540595e-05,0.07139709046755498,-10.34025262928599,-11.522667843507172,-11.31861403321281,-10.808425407953472,garman_klass,True
GLDRUB_TOM,2020-07-24,1.7467754846862765e-05,0.06634662177842529,-10.808425407953472,-10.943050389872935,-11.304525205748874,-10.95515395685307,garman_klass,True
GLDRUB_TOM,2020-07-27,4.035487221834595e-05,0.10084358085184787,-10.95515395685307,-10.669569303144318,-11.25289114468181,-10.117798421632155,garman_klass,True
GLDRUB_TOM,2020-07-28,0.000429878395429978,0.3291342517094726,-10.117798421632155,-10.504996681892177,-11.213478891186995,-7.752008190598135,garman_klass,True
GLDRUB_TOM,2020-07-29,0.0001198182346216936,0.1737647695151891,-7.752008190598135,-9.994727721264564,-11.025974667690871,-9.029534675003301,garman_klass,True
GLDRUB_TOM,2020-07-30,2.3161239983890925e-05,0.07639785648786564,-9.029534675003301,-9.732584130408025,-10.884510091811569,-10.673030366801026,garman_klass,True
GLDRUB_TOM,2020-07-31,1.563404273238457e-05,0.06276765702621782,-10.673030366801026,-9.705505122177538,-10.901622040954692,-11.066059794871638,garman_klass,True
GLDRUB_TOM,2020-08-03,2.0585828041517407e-05,0.07202519466452269,-11.066059794871638,-9.727686289781252,-10.93367328998252,-10.790907678070866,garman_klass,True
GLDRUB_TOM,2020-08-04,2.1165306305700684e-05,0.0730318915887886,-10.790907678070866,-9.862308141068993,-10.958424601093453,-10.763147211821094,garman_klass,True
GLDRUB_TOM,2020-08-05,1.745437597218278e-05,0.0663212088625506,-10.763147211821094,-10.464535945313585,-10.867648732318575,-10.955920168709033,garman_klass,True
GLDRUB_TOM,2020-08-06,7.942826872896779e-06,0.044739159267581104,-10.955920168709033,-10.84981304405473,-10.947317431906223,-11.743241316736546,garman_klass,True
GLDRUB_TOM,2020-08-07,3.6648657927680095e-05,0.09610131007314825,-11.743241316736546,-11.063855234041835,-10.951048041521837,-10.214133748919279,garman_klass,True
GLDRUB_TOM,2020-08-10,1.944435384878207e-06,0.02213589205316353,-10.214133748919279,-10.893470024851364,-10.904651998617426,-13.150538913587372,garman_klass,True
GLDRUB_TOM,2020-08-11,0.0002355196188153397,0.24362049162881516,-13.150538913587372,-11.365396271954666,-10.97136395704964,-8.353716340906137,garman_klass,True
GLDRUB_TOM,2020-08-12,5.40986476952341e-05,0.11675983564222328,-8.353716340906137,-10.883510097771673,-10.849807176158075,-9.82470136881549,garman_klass,True
GLDRUB_TOM,2020-08-13,1.870620491732778e-05,0.06865831078002575,-9.82470136881549,-10.657266337792965,-10.777742114461452,-10.886655275380901,garman_klass,True
GLDRUB_TOM,2020-08-14,1.0466492970863931e-05,0.05135714389116387,-10.886655275380901,-10.485949129521837,-10.788708943463957,-11.467331548996265,garman_klass,True
GLDRUB_TOM,2020-08-17,2.4223937648034182e-05,0.07813086641849439,-11.467331548996265,-10.736588689537232,-10.734801981963257,-10.628169254687359,garman_klass,True
GLDRUB_TOM,2020-08-18,7.251035251104364e-05,0.13517621400521246,-10.628169254687359,-10.23211475775723,-10.594877280988833,-9.531781213041857,garman_klass,True
GLDRUB_TOM,2020-08-19,0.00013552038755883803,0.18480026424447338,-9.531781213041857,-10.467727732184375,-10.468023727468186,-8.906388467273901,garman_klass,True
GLDRUB_TOM,2020-08-20,9.856722199041691e-05,0.15760374342503752,-8.906388467273901,-10.284065151876057,-10.375556770167323,-9.224771785798444,garman_klass,True
GLDRUB_TOM,2020-08-21,8.32333330232084e-05,0.1448267928314665,-9.224771785798444,-9.951688453959566,-10.326530351624696,-9.393862653072627,garman_klass,True
GLDRUB_TOM,2020-08-24,3.879991842643757e-06,0.03126912125957854,-9.393862653072627,-9.536994674774837,-10.28351262543318,-12.459677506742706,garman_klass,True
GLDRUB_TOM,2020-08-25,5.471825405131655e-06,0.03713354281634298,-12.459677506742706,-9.903296325185908,-10.358569539014509,-12.115898285109997,garman_klass,True
GLDRUB_TOM,2020-08-26,3.610608400342067e-05,0.095387279911223,-12.115898285109997,-10.420119739599533,-10.41133064484437,-10.22904917487464,garman_klass,True
GLDRUB_TOM,2020-08-27,0.00010748244508989915,0.16457696121466878,-10.22904917487464,-10.684651881119683,-10.416387497264482,-9.138183025221007,garman_klass,True
GLDRUB_TOM,2020-08-28,3.2472939341721167e-06,0.028606259304763588,-9.138183025221007,-10.667334129004196,-10.479395444292793,-12.637688544095568,garman_klass,True
GLDRUB_TOM,2020-08-31,3.0857359328544966e-05,0.0881819400489314,-12.637688544095568,-11.316099307208784,-10.643402438342441,-10.386135284083108,garman_klass,True
GLDRUB_TOM,2020-09-01,9.234642456857879e-06,0.048240334774213425,-10.386135284083108,-10.901390862676864,-10.630361752764356,-11.592548661158078,garman_klass,True
GLDRUB_TOM,2020-09-02,3.136070864428247e-05,0.08889824845495653,-11.592548661158078,-10.79672093788648,-10.654293064868286,-10.369954765662044,garman_klass,True
GLDRUB_TOM,2020-09-03,1.5955029071406282e-05,0.06340873225348684,-10.369954765662044,-10.82490205604396,-10.635158841576974,-11.045736476148214,garman_klass,True
GLDRUB_TOM,2020-09-04,2.92300291721093e-05,0.08582521396053461,-11.045736476148214,-11.206412746229402,-10.648003808137299,-10.440313980822141,garman_klass,True
GLDRUB_TOM,2020-09-07,1.0446468589184918e-05,0.05130799240347063,-10.440313980822141,-10.766937833574719,-10.62456716323335,-11.469246570715322,garman_klass,True
GLDRUB_TOM,2020-09-08,1.777189907443157e-05,0.06692173463648977,-11.469246570715322,-10.983560090901161,-10.61211285659602,-10.937892051815608,garman_klass,True
GLDRUB_TOM,2020-09-09,3.4842836813095356e-05,0.093703761274028,-10.937892051815608,-10.852628769032666,-10.645010961273128,-10.264662985267881,garman_klass,True
GLDRUB_TOM,2020-09-10,2.3671116654390077e-05,0.07723419836384851,-10.264662985267881,-10.831570412953834,-10.513834782713149,-10.651254959615766,garman_klass,True
GLDRUB_TOM,2020-09-11,6.819641284331406e-06,0.04145539293809087,-10.651254959615766,-10.752674109647344,-10.61826835629086,-11.89570368509757,garman_klass,True
GLDRUB_TOM,2020-09-14,2.4333237847693552e-05,0.0783069341605121,-11.89570368509757,-11.04375205050243,-10.712404825212774,-10.62366732955908,garman_klass,True
GLDRUB_TOM,2020-09-15,1.7256619081783916e-05,0.06594443121757551,-10.62366732955908,-10.87463620227118,-10.700450827675418,-10.967314773200611,garman_klass,True
GLDRUB_TOM,2020-09-16,1.423866777114118e-05,0.05990112084366683,-10.967314773200611,-10.880520746548182,-10.677722792411979,-11.159549211754413,garman_klass,True
GLDRUB_TOM,2020-09-17,7.841454404325775e-06,0.04445274468342866,-11.159549211754413,-11.059497991845488,-10.701876426824118,-11.756086230051112,garman_klass,True
GLDRUB_TOM,2020-09-18,1.0601303990020926e-05,0.05168683203181709,-11.756086230051112,-11.280464245932558,-10.802981200324536,-11.454533546485834,garman_klass,True
GLDRUB_TOM,2020-09-21,0.00012287797788849446,0.17596945879299794,-11.454533546485834,-11.19223021821021,-10.918805976652353,-9.004318744685873,garman_klass,True
GLDRUB_TOM,2020-09-22,1.6168395819336534e-05,0.06383130694630032,-9.004318744685873,-10.868360501235568,-10.908785383874509,-11.03245209651143,garman_klass,True
GLDRUB_TOM,2020-09-23,5.9853969950257236e-05,0.12281368176007437,-11.03245209651143,-10.881387965897733,-10.983266722212637,-9.723602796493353,garman_klass,True
GLDRUB_TOM,2020-09-24,9.247518421512805e-06,0.04827395407692669,-9.723602796493353,-10.594198682845521,-10.858899689928576,-11.591155321188495,garman_klass,True
GLDRUB_TOM,2020-09-25,1.268546521976737e-05,0.056539696102662046,-11.591155321188495,-10.561212501072998,-10.835047737023052,-11.2750536907911,garman_klass,True
GLDRUB_TOM,2020-09-28,2.2000224295962005e-05,0.07445842143493525,-11.2750536907911,-10.52531652993405,-10.882593396837438,-10.72445790938693,garman_klass,True
GLDRUB_TOM,2020-09-29,2.7310420567928107e-05,0.08295918263289413,-10.72445790938693,-10.869344362874262,-10.95469680066316,-10.508242222819568,garman_klass,True
GLDRUB_TOM,2020-09-30,7.808128865015032e-05,0.14027289381715158,-10.508242222819568,-10.764502388135888,-10.857903786059707,-9.457760111767271,garman_klass,True
GLDRUB_TOM,2020-10-01,1.0076072827299065e-05,0.05039018111179364,-9.457760111767271,-10.711333851190673,-10.815704914590805,-11.505346971701394,garman_klass,True
GLDRUB_TOM,2020-10-02,2.6013077692861466e-05,0.0809647798650814,-11.505346971701394,-10.694172181293254,-10.811741201433684,-10.55691115821197,garman_klass,True
GLDRUB_TOM,2020-10-05,4.614526392540173e-05,0.10783601675322228,-10.55691115821197,-10.550543674777426,-10.82023921927686,-9.983716225783153,garman_klass,True
GLDRUB_TOM,2020-10-06,1.963695248443275e-05,0.07034566103234124,-9.983716225783153,-10.402395338056673,-10.771965571532995,-10.83809743589495,garman_klass,True
GLDRUB_TOM,2020-10-07,3.98825146353529e-06,0.03170235588739255,-10.83809743589495,-10.468366380671748,-10.790046637672667,-12.432157652803598,garman_klass,True
GLDRUB_TOM,2020-10-08,3.595447589308002e-05,0.09518680541470106,-12.432157652803598,-11.063245888879013,-10.833815323222133,-10.233256978262547,garman_klass,True
GLDRUB_TOM,2020-10-09,5.872319825986362e-06,0.038468488352787704,-10.233256978262547,-10.808827890191242,-10.80178645624245,-12.045260801856962,garman_klass,True
GLDRUB_TOM,2020-10-12,2.8178354180997494e-07,0.008426710659332839,-12.045260801856962,-11.106497818920243,-10.882722720632863,-15.082126642984507,garman_klass,True
GLDRUB_TOM,2020-10-13,2.4463163818452848e-05,0.07851571360084628,-15.082126642984507,-12.126179902360514,-11.084125978967805,-10.618342089444583,garman_klass,True
GLDRUB_TOM,2020-10-14,1.0596091077310913e-05,0.05167412264840449,-10.618342089444583,-12.08222883307044,-11.026064088256305,-11.455025391148686,garman_klass,True
GLDRUB_TOM,2020-10-15,1.0761069607343954e-05,0.05207484556914861,-11.455025391148686,-11.886802380739457,-11.063853091055835,-11.439575602284089,garman_klass,True
GLDRUB_TOM,2020-10-16,3.7414258008301553e-06,0.030705688427540574,-11.439575602284089,-12.128066105543764,-11.08531949237781,-12.4960437890191,garman_klass,True
GLDRUB_TOM,2020-10-19,4.060449661254978e-06,0.03198801829804801,-12.4960437890191,-12.218222702976192,-11.14606924588984,-12.414216836479715,garman_klass,True
GLDRUB_TOM,2020-10-20,1.9984210146942166e-05,0.07096492765464801,-12.414216836479715,-11.684640741675235,-11.175984273454779,-10.820568088876627,garman_klass,True
GLDRUB_TOM,2020-10-21,7.575428167157805e-07,0.013816685196253719,-10.820568088876627,-11.725085941561643,-11.147167661745268,-14.09318577744309,garman_klass,True
GLDRUB_TOM,2020-10-22,3.7390237963324805e-05,0.0970687383597719,-14.09318577744309,-12.252718018820524,-11.37847979959787,-10.194100904638061,garman_klass,True
GLDRUB_TOM,2020-10-23,2.2189758829712513e-05,0.0747784676567229,-10.194100904638061,-12.00362307929132,-11.340372927239988,-10.715879689500982,garman_klass,True
GLDRUB_TOM,2020-10-26,7.085931215225747e-06,0.0422570073033679,-10.715879689500982,-11.647590259387695,-11.3854764223767,-11.857399258705316,garman_klass,True
GLDRUB_TOM,2020-10-27,4.0484541782390246e-05,0.10100546781814508,-11.857399258705316,-11.536226743832817,-11.397578419536556,-10.114590341097232,garman_klass,True
GLDRUB_TOM,2020-10-28,4.684351138955742e-06,0.03435777185757026,-10.114590341097232,-11.395031194276935,-11.344830085459561,-12.271283149420364,garman_klass,True
GLDRUB_TOM,2020-10-29,4.700506988767049e-05,0.1088360124760778,-12.271283149420364,-11.03065066867239,-11.415140323642898,-9.965255092121325,garman_klass,True
GLDRUB_TOM,2020-10-30,2.6828503608764704e-05,0.08222398013602057,-9.965255092121325,-10.984881506169042,-11.390459090429342,-10.52604566814344,garman_klass,True
GLDRUB_TOM,2020-11-02,1.9415565387578474e-05,0.0699479983821537,-10.52604566814344,-10.946914701897535,-11.439017524810076,-10.849435474031417,garman_klass,True
GLDRUB_TOM,2020-11-03,3.0669063594756164e-05,0.08791247935235676,-10.849435474031417,-10.745321944962757,-11.409203365825078,-10.392256111939162,garman_klass,True
GLDRUB_TOM,2020-11-05,2.5735912134824533e-05,0.08053229077814553,-10.392256111939162,-10.800855099131141,-11.40171904553995,-10.567623182129408,garman_klass,True
GLDRUB_TOM,2020-11-06,0.0001290172191408033,0.18031178337391718,-10.567623182129408,-10.460123105672949,-11.428260270828416,-8.95556468079884,garman_klass,True
GLDRUB_TOM,2020-11-09,0.0009067900019642929,0.47802832603832357,-8.95556468079884,-10.258185023408453,-11.34269060014223,-7.0055996650155326,garman_klass,True
GLDRUB_TOM,2020-11-10,4.1524165147128155e-05,0.10229413285754123,-7.0055996650155326,-9.554095822782871,-11.09602887342459,-10.08923500749235,garman_klass,True
GLDRUB_TOM,2020-11-11,2.4886056797443256e-05,0.07919145353480829,-10.08923500749235,-9.402055729475057,-11.089482420207764,-10.601202879308397,garman_klass,True
GLDRUB_TOM,2020-11-12,7.18587142892986e-05,0.13456744034462143,-10.601202879308397,-9.443845082948906,-11.023843423728282,-9.54080866832181,garman_klass,True
GLDRUB_TOM,2020-11-13,8.051976724378472e-05,0.14244641569879443,-9.54080866832181,-9.238482180187386,-10.771965333970888,-9.42700784786024,garman_klass,True
GLDRUB_TOM,2020-11-16,0.00012535648336800838,0.17773529139914254,-9.42700784786024,-9.332770813599666,-10.717813777535236,-8.98434901257539,garman_klass,True
GLDRUB_TOM,2020-11-17,3.9554410351992614e-05,0.09983842651355308,-8.98434901257539,-9.728520683111636,-10.605510305781904,-10.137833356643041,garman_klass,True
GLDRUB_TOM,2020-11-18,8.834177194749215e-05,0.1492049815883103,-10.137833356643041,-9.738240352941776,-10.54634020370731,-9.33429749372796,garman_klass,True
GLDRUB_TOM,2020-11-19,1.901993613737722e-05,0.06923166837957222,-9.33429749372796,-9.484859275825688,-10.402624463012259,-10.870022858508964,garman_klass,True
GLDRUB_TOM,2020-11-20,1.5532518536452864e-05,0.06256352508599657,-10.870022858508964,-9.750702113863118,-10.332433827649952,-11.072574761611376,garman_klass,True
GLDRUB_TOM,2020-11-23,5.518726702052079e-05,0.11792875514127689,-11.072574761611376,-10.079815496613346,-10.343888676410621,-9.804778301207724,garman_klass,True
GLDRUB_TOM,2020-11-24,5.599334370757144e-05,0.11878687896526284,-9.804778301207724,-10.243901354339812,-10.14896106385447,-9.790277736658611,garman_klass,True
GLDRUB_TOM,2020-11-25,4.3871743551871794e-05,0.1051459907703175,-9.790277736658611,-10.174390230342928,-10.130605465309948,-10.03424009997272,garman_klass,True
GLDRUB_TOM,2020-11-26,1.1063052148603907e-05,0.05280046535257227,-10.03424009997272,-10.31437875159188,-10.09962184760412,-11.41189963713757,garman_klass,True
GLDRUB_TOM,2020-11-27,0.00014984955596355852,0.19432469761411375,-11.41189963713757,-10.4227541073176,-10.079371864805585,-8.805878727412141,garman_klass,True
GLDRUB_TOM,2020-11-30,0.00010093600348095693,0.1594862780216566,-8.805878727412141,-9.969414900477755,-10.019884973274445,-9.201023870852062,garman_klass,True
GLDRUB_TOM,2020-12-01,2.7877967576603025e-05,0.083816751483841,-9.201023870852062,-9.848664014406621,-9.880327733339522,-10.487673873703278,garman_klass,True
GLDRUB_TOM,2020-12-02,5.831698238813265e-05,0.12122656293820025,-10.487673873703278,-9.988143241815553,-9.904074041593246,-9.74961721391852,garman_klass,True
GLDRUB_TOM,2020-12-03,9.213093952670066e-05,0.1523712465025097,-9.74961721391852,-9.931218664604714,-9.868781839128477,-9.292299737058672,garman_klass,True
GLDRUB_TOM,2020-12-04,2.6534012678126202e-05,0.08177145709162705,-9.292299737058672,-9.507298684588935,-9.798002941993353,-10.537083150662841,garman_klass,True
GLDRUB_TOM,2020-12-07,9.375235834909872e-05,0.1537061947482042,-10.537083150662841,-9.853539569239075,-9.804585989208066,-9.274853737706435,garman_klass,True
GLDRUB_TOM,2020-12-08,3.526696848995494e-05,0.09427235045053584,-9.274853737706435,-9.86830554260995,-9.745823741734295,-10.252563768928505,garman_klass,True
GLDRUB_TOM,2020-12-09,5.553381810904651e-05,0.11829844531302904,-10.252563768928505,-9.821283521654996,-9.804778245740188,-9.798518387483124,garman_klass,True
GLDRUB_TOM,2020-12-10,1.5134003543103305e-05,0.06175571951537795,-9.798518387483124,-9.831063756367914,-9.931729096761442,-11.098566455576517,garman_klass,True
GLDRUB_TOM,2020-12-11,1.4633036117899585e-05,0.060724995691318874,-11.098566455576517,-10.192317100071485,-9.977607798947085,-11.132228837607213,garman_klass,True
GLDRUB_TOM,2020-12-14,3.602496962890644e-05,0.0952800731868129,-11.132228837607213,-10.31134623746036,-10.001745342506124,-10.231298259135075,garman_klass,True
GLDRUB_TOM,2020-12-15,3.852714149326962e-05,0.0985334443542087,-10.231298259135075,-10.502635141746087,-10.033131232997635,-10.164147591196716,garman_klass,True
GLDRUB_TOM,2020-12-16,1.9029235518249922e-05,0.06924859096471914,-10.164147591196716,-10.48495190619973,-10.066637584967475,-10.869534049914547,garman_klass,True
GLDRUB_TOM,2020-12-17,6.09781764760328e-05,0.12396168953334036,-10.869534049914547,-10.699155038686014,-10.152327813937436,-9.704994520491288,garman_klass,True
GLDRUB_TOM,2020-12-18,3.587647573637975e-05,0.095083499544178,-9.704994520491288,-10.420440651668969,-10.132653321385085,-10.235428749221688,garman_klass,True
GLDRUB_TOM,2020-12-21,0.0001451853938867929,0.19127655177640518,-10.235428749221688,-10.241080633991862,-10.173613832998434,-8.837499053699565,garman_klass,True
GLDRUB_TOM,2020-12-22,2.7276798780933743e-05,0.08290810149071864,-8.837499053699565,-9.96232079290476,-10.081226387325282,-10.509474078614646,garman_klass,True
GLDRUB_TOM,2020-12-23,4.120509602066929e-05,0.10190036406808693,-10.509474078614646,-10.031386090388347,-10.05563090173452,-10.096948619435679,garman_klass,True
GLDRUB_TOM,2020-12-24,7.905465319550938e-05,0.14114450965329245,-10.096948619435679,-9.876869004292573,-10.068911370744884,-9.445371132087894,garman_klass,True
GLDRUB_TOM,2020-12-25,8.646686988642463e-05,0.14761318102181462,-9.445371132087894,-9.824944326611895,-10.053233797809849,-9.355749224485749,garman_klass,True
GLDRUB_TOM,2020-12-28,2.5484421741364652e-05,0.08013784548404014,-9.355749224485749,-9.649008421664707,-10.022393303469533,-10.577443204586075,garman_klass,True
GLDRUB_TOM,2020-12-29,3.836550088712777e-05,0.09832652858489513,-10.577443204586075,-9.996997251842009,-9.984463465626282,-10.168351916584403,garman_klass,True
GLDRUB_TOM,2020-12-30,0.00011086694076200391,0.16714804537303146,-10.168351916584403,-9.92877281943596,-10.046394065134113,-9.107179807579524,garman_klass,True
GLDRUB_TOM,2021-01-04,9.963879828133933e-05,0.15845812433225856,-9.107179807579524,-9.73081905706473,-10.042128425894452,-9.213958928247807,garman_klass,True
GLDRUB_TOM,2021-01-05,4.1740424315001826e-05,0.10256016247735014,-9.213958928247807,-9.684536616296711,-9.984232292010113,-10.084040490698422,garman_klass,True
GLDRUB_TOM,2021-01-06,7.849327253694586e-05,0.14064247110780712,-10.084040490698422,-9.830194869539245,-9.999433350045562,-9.452497637014675,garman_klass,True
GLDRUB_TOM,2021-01-08,0.00025337921711068287,0.2526886675573166,-9.452497637014675,-9.605205756024967,-10.006715072770836,-8.280623309578537,garman_klass,True
