secid,spec,MAE,RMSE,R2_OOS,QLIKE,sentiment_col
GLDRUB_TOM,level,0.6743998030545251,0.8693527745697807,0.17727421675672173,0.0,-
GLDRUB_TOM,log,0.6743998030545251,0.8693527745697807,0.17727421675672173,0.6280545823949731,-
GLDRUB_TOM,log_sentiment,0.6723317823973238,0.8681520095580291,0.17954537321056085,0.6260512464743728,sentiment_combined
SLVRUB_TOM,level,0.8383202845858578,1.0595996895246194,0.3765426908203482,0.0,-
SLVRUB_TOM,log,0.8383202845858578,1.0595996895246194,0.3765426908203482,0.9790082943674175,-
SLVRUB_TOM,log_sentiment,0.8341600165428915,1.0599110272987882,0.3761762612535966,1.021581084514169,sentiment_combined
