MAE,RMSE,R2_OOS,QLIKE,secid,sentiment_source
0.6743998030545251,0.8693527745697807,0.17727421675672173,0.6280545823949731,GLDRUB_TOM,none (HAR-log baseline)
0.6723317823973238,0.8681520095580291,0.17954537321056085,0.6260512464743728,GLDRUB_TOM,sentiment_combined
0.6743998030545251,0.8693527745697807,0.17727421675672173,0.6280545823949731,GLDRUB_TOM,sentiment_score
0.6755556730031557,0.8700054746600985,0.17603836683961505,0.6267069982632273,GLDRUB_TOM,sentiment_gdelt
0.6724846446270499,0.8689346259599051,0.1780654695540238,0.636375373105759,GLDRUB_TOM,tg_score
0.6877738896862885,0.8815250723953386,0.15407403237222217,0.5904993209418027,GLDRUB_TOM,attention_google
