secid,model,MAE,RMSE,R2_OOS,QLIKE
GLDRUB_TOM,XGBoost,0.7252694340622138,0.9242085304153314,0.07017126308170885,0.6266248919481893
SLVRUB_TOM,XGBoost,0.8787098417703632,1.1191436610897196,0.3045038112877654,1.2370178128885638
